video_id,title,url
UzcpFvGUzeQ,Denix model 1083/G in Cajun Pawn Stars,https://www.youtube.com/watch?v=UzcpFvGUzeQ
DIVsRY8kxys,Necessary Subtitles: Cajun Pawn Stars,https://www.youtube.com/watch?v=DIVsRY8kxys
uTi3mPeVyRs,Cajun Pawn Stars: Meet Jimmie DeRamus | History,https://www.youtube.com/watch?v=uTi3mPeVyRs
eS6tg6VVAbU,Cajun Charm: The Legacy of ‘Cajun Pawn Stars’,https://www.youtube.com/watch?v=eS6tg6VVAbU
M2CaL-GV6yw,BIGGEST COIN AUCTION OF THE YEAR! | Pawn Stars,https://www.youtube.com/watch?v=M2CaL-GV6yw
-4Vi3XYOMAw,RICK'S 7 MOST EXPENSIVE GUNS OF ALL TIME | Pawn Stars,https://www.youtube.com/watch?v=-4Vi3XYOMAw
xPPSfFSeP2k,Cajun Pawn Stars - Water Leak | History,https://www.youtube.com/watch?v=xPPSfFSeP2k
3Q_5lALF9ds,When Celebrities Come In To Sell Stuff On Pawn Stars,https://www.youtube.com/watch?v=3Q_5lALF9ds
hfXn6m8xdsc,Rick and Spencer's Top 7 Picks! | Pawn Stars,https://www.youtube.com/watch?v=hfXn6m8xdsc
0tKj727Rwvg,10  Beloved Pawn Stars Members Who Tragically Passed Away,https://www.youtube.com/watch?v=0tKj727Rwvg
fhZIuvaLS2Y,The COOLEST Items Rick Has EVER Seen Mega Compilation | Pawn Stars,https://www.youtube.com/watch?v=fhZIuvaLS2Y
jUDAE-77t5Y,John Batchelor - Cajun Pawn Stars,https://www.youtube.com/watch?v=jUDAE-77t5Y
9cBKfv4nm5A,History Channel - Cajun Pawn Stars - Open,https://www.youtube.com/watch?v=9cBKfv4nm5A
G5WFahAkuZc,Cajun Pawn Stars,https://www.youtube.com/watch?v=G5WFahAkuZc
a9q8ttp8lpM,Fat Boy Wants The Cash,https://www.youtube.com/watch?v=a9q8ttp8lpM
rhiqYCs4Z_Y,"Cajun Pawn Stars' Jimmie & Johnnie DeRamus & Mike Shepherd (LMHOF) - Natchitoches, LA",https://www.youtube.com/watch?v=rhiqYCs4Z_Y
yp0jQw-b1WM,7 BEST TRADES OF ALL TIME! | Pawn Stars,https://www.youtube.com/watch?v=yp0jQw-b1WM
a492b73S1xU,BIG BUCK$ HUNT - Super Rare Firearms Compilation | Pawn Stars,https://www.youtube.com/watch?v=a492b73S1xU
_AY0Igqcs-Q,We Meet our Cajun Family & the Cajun Pawn Stars,https://www.youtube.com/watch?v=_AY0Igqcs-Q
Gr5BO_KN978,Pawn Stars: 5 SUPER RARE ILLEGAL ITEMS! | History,https://www.youtube.com/watch?v=Gr5BO_KN978
z31G3Ct98EM,The Bizarre Culture of Pawn Stars,https://www.youtube.com/watch?v=z31G3Ct98EM
pXQiKbDqysE,Chum Makes Some Real Coin (Season 8) | Pawn Stars,https://www.youtube.com/watch?v=pXQiKbDqysE
A8j-jvlbxSE,10 Most Expensive Items in Hardcore Pawn History,https://www.youtube.com/watch?v=A8j-jvlbxSE
f6fgt1ecqgc,Cajun Pawn Stars Intro,https://www.youtube.com/watch?v=f6fgt1ecqgc
fjFI203Anb0,Cajun Pawn Stars TONIGHT! The LMHOF & a rock'n'roll superstar...,https://www.youtube.com/watch?v=fjFI203Anb0
ZOv6k0Uid8U,"Tallysha at Cajun Pawn Stars, Alexandria, Louisiana, USA",https://www.youtube.com/watch?v=ZOv6k0Uid8U
kvyH4GlLN2M,Cajun pawn star season one DVD unboxing,https://www.youtube.com/watch?v=kvyH4GlLN2M
9Z0ElOhjD3Y,Little girl (Taylor Foster Adkins) thinks she played Cajun Pawn Stars...,https://www.youtube.com/watch?v=9Z0ElOhjD3Y
Wp2SxjC-ey4,Pawn Stars: Coins Worth A FORTUNE!,https://www.youtube.com/watch?v=Wp2SxjC-ey4
P39CJbUH37E,Over 30 MILLION DOLLARS for a COIN?! (Season 22) | Pawn Stars,https://www.youtube.com/watch?v=P39CJbUH37E
-owM_zqa59I,"$100,000 RARE COLT REVOLVERS (Season 7) | Pawn Stars",https://www.youtube.com/watch?v=-owM_zqa59I
J_E7gpvJfW0,Rebecca's BEST Book Appraisals of All Time | Pawn Stars,https://www.youtube.com/watch?v=J_E7gpvJfW0
fOza5tranSE,Remember This Show EPISODE 9 Cajun Pawn Stars,https://www.youtube.com/watch?v=fOza5tranSE
aO9WxImmAPM,Hardcore Pawn Was FAKE… And It RUINED Their Lives 😱,https://www.youtube.com/watch?v=aO9WxImmAPM
wX0oTbxom5Q,Chum Gets BIG BONUS for BIKE BARGAIN (Season 8) | Pawn Stars,https://www.youtube.com/watch?v=wX0oTbxom5Q
Vu8MB2qIHUI,Rare $500 and $1000 Bills (Season 3) | Pawn Stars,https://www.youtube.com/watch?v=Vu8MB2qIHUI
9flOzjFZrCc,"""I Give You Cash"" Rick Dispenses Big Bills | Compilation | Pawn Stars",https://www.youtube.com/watch?v=9flOzjFZrCc
bGPu1xpNFLY,10 Beloved Hardcore Pawn Members Who Tragically Passed Away,https://www.youtube.com/watch?v=bGPu1xpNFLY
3EECBmuvVCM,Baby alien on jar,https://www.youtube.com/watch?v=3EECBmuvVCM
oz-Ac3MD_bY,1918 $1000 Federal Reserve Note (Season 7) | Pawn Stars,https://www.youtube.com/watch?v=oz-Ac3MD_bY
zNqbdN6r5jM,The Pawn Stars Halloween Special Is Even Worse,https://www.youtube.com/watch?v=zNqbdN6r5jM
mBI_cYzSdBQ,"Pawn Stars Do America: $10,000 PROFIT for INSANE Fender Bass Restoration! (Season 1) | Pawn Stars",https://www.youtube.com/watch?v=mBI_cYzSdBQ
nR5UVQg7hDY,Cajun pawn stars- how to use a 50 Cal,https://www.youtube.com/watch?v=nR5UVQg7hDY
5Rx3TJMP7zQ,"Tyler Dean, A Cajun Pawn Star?",https://www.youtube.com/watch?v=5Rx3TJMP7zQ
zgDtm4eQHVs,"""I Have Cash!"" Big Money Deals Hit the Counter | Compilation | Pawn Stars",https://www.youtube.com/watch?v=zgDtm4eQHVs
ofHBuVn9CV8,POWERFUL 100-Year-Old Rifle Fires INSANE ROUNDS (Season 6) | Pawn Stars,https://www.youtube.com/watch?v=ofHBuVn9CV8
5DI6NtKBGLY,Pawn Stars PISSED at Spin-Off Show | TMZ,https://www.youtube.com/watch?v=5DI6NtKBGLY
pp1gva8DJ-o,Fat kid funny reaction   Cajun Pawn Stars,https://www.youtube.com/watch?v=pp1gva8DJ-o
Mux2bnrkLPM,CAJUN PAWN STARS QUIZ,https://www.youtube.com/watch?v=Mux2bnrkLPM
67ZxPKBWqPM,The Cast of ‘Pawn Stars’ Was Sued For $5 Million,https://www.youtube.com/watch?v=67ZxPKBWqPM
F-kAB_DMaBQ,TOP 5 MILLION DOLLAR DEALS | Pawn Stars,https://www.youtube.com/watch?v=F-kAB_DMaBQ
Ono7FelrV9E,Silver Dollar Pawn - IYHT,https://www.youtube.com/watch?v=Ono7FelrV9E
NRIxtgsR0eQ,10 Things You Need to know About Pawn Stars Old Man!,https://www.youtube.com/watch?v=NRIxtgsR0eQ
6uvunRGAKvs,HOW The Pawn Stars Was FOOLED Again…?,https://www.youtube.com/watch?v=6uvunRGAKvs
B3yC2M_tgHQ,Cajun Pawn Stars RFD Bad Boy mower,https://www.youtube.com/watch?v=B3yC2M_tgHQ
qeJhDLcOn6c,When FAMOUS Singers Come In To Sell Stuff On Pawn Stars,https://www.youtube.com/watch?v=qeJhDLcOn6c
FYDCGpB4OH8,Silver Dollar Pawn & Jewelry- Cash Loan,https://www.youtube.com/watch?v=FYDCGpB4OH8
rWtn0O68fkA,The Most CRAZY Pawn Stars Moments!,https://www.youtube.com/watch?v=rWtn0O68fkA
VuvvFx57QgM,Pawnography Premieres July 10th 10/9c on HISTORY | Pawn Stars,https://www.youtube.com/watch?v=VuvvFx57QgM
70nDoldCnOM,ELVIS TOOTH FOR SALE by. JESSE BRIGGS at CAJUN PAWN STARS TV,https://www.youtube.com/watch?v=70nDoldCnOM
by4IYGmm-ck,Chumlee Just Hit Pawn Shop's BIGGEST Jackpot Ever You Don't Wanna Miss...,https://www.youtube.com/watch?v=by4IYGmm-ck
4aoCZXEslmE,Deals Gone Wrong *Part 2* (7 More Angry Sellers) | Pawn Stars,https://www.youtube.com/watch?v=4aoCZXEslmE
_P2sD3jUjIQ,Locked & Loaded Civil War Palmer Rifle (Season 23) | Pawn Stars,https://www.youtube.com/watch?v=_P2sD3jUjIQ
iIRedvXGmYo,Stacks of Pristine Charizard Pokemon Cards (Season 14) | Pawn Stars,https://www.youtube.com/watch?v=iIRedvXGmYo
dkOAUBIbtkE,THE RAREST AND MOST EXPENSIVE WEAPONS in Pawn Stars,https://www.youtube.com/watch?v=dkOAUBIbtkE
9AFaJ-bd1ag,Pawn Stars- Jamie Newbold,https://www.youtube.com/watch?v=9AFaJ-bd1ag
omuhF4LXddY,These are the Dark Secrets About The Pawn Stars... (EXPOSED),https://www.youtube.com/watch?v=omuhF4LXddY
CNATCrNh1y0,"Pawn Stars, Where Are They Now?",https://www.youtube.com/watch?v=CNATCrNh1y0
SS5gSOyyDTM,Pawn Stars Do America Season 2 Episode 7 | 1915 Yale Motorcycle,https://www.youtube.com/watch?v=SS5gSOyyDTM
jmK3Toybwmg,RARE COLT REVOLVER WORTH THE BIG BUCKS (Season 8) | Pawn Stars,https://www.youtube.com/watch?v=jmK3Toybwmg
8mKwQJHsIiA,Why Pawn Stars Fell Off_R,https://www.youtube.com/watch?v=8mKwQJHsIiA
Fc2vxThlFhk,"The ""Toy Hunter"" Finds a Rocket-Firing Boba Fett!",https://www.youtube.com/watch?v=Fc2vxThlFhk
h1jmroOw6a0,10 of The Most Expensive MISTAKES on Pawn Stars!😓💰,https://www.youtube.com/watch?v=h1jmroOw6a0
Q2LoaxFiSWk,HYPER RARE ERROR Makes Pokemon Card Extra Valuable (Season 20) | Pawn Stars,https://www.youtube.com/watch?v=Q2LoaxFiSWk
sN9u_I4XuyQ,Ronnie Wood Self-Portrait | Pawn Stars,https://www.youtube.com/watch?v=sN9u_I4XuyQ
Bcy2AGev8mQ,Zeiss Camera Set | History | Pawn Stars,https://www.youtube.com/watch?v=Bcy2AGev8mQ
CpUgjcu-FYk,Why People Gave Up Watching Pawn Stars,https://www.youtube.com/watch?v=CpUgjcu-FYk
azfpXTLSTF8,Anatomy of Pawn Stars (Full Episode),https://www.youtube.com/watch?v=azfpXTLSTF8
X1qQZDrHX20,MILLIONS of Dollars in Rare Pokémon Cards & Collectibles | Pawn Stars | History,https://www.youtube.com/watch?v=X1qQZDrHX20
FfsZKVp3dms,Pawn Stars: Chumlee Trivia Night,https://www.youtube.com/watch?v=FfsZKVp3dms
2ypToo8qUvo,"This Guy Scammed the Pawn Stars out of $10,000,000!",https://www.youtube.com/watch?v=2ypToo8qUvo
4lzfr_MP_GU,Swamp Pawn : How Rick Got Started,https://www.youtube.com/watch?v=4lzfr_MP_GU
nJjZCqRYCM8,Jerry Lee Lewis's Child Bride Shares Her Story,https://www.youtube.com/watch?v=nJjZCqRYCM8
_pkseLxA94Y,Pawn Stars with Paul Draper,https://www.youtube.com/watch?v=_pkseLxA94Y
y9b_H2cpLC4,Dr. Neiman's Appearance on History Channel's Pawn Stars,https://www.youtube.com/watch?v=y9b_H2cpLC4
uUtobIAlCew,1984 Ferrari 308 GTS (Season 15) | Pawn Stars,https://www.youtube.com/watch?v=uUtobIAlCew
G-B01QpUaBw,1981 Honda CR80 Elsinore | Pawn Stars,https://www.youtube.com/watch?v=G-B01QpUaBw
qccak2Ve0-o,Pawn Stars:  Hidden Treasure?,https://www.youtube.com/watch?v=qccak2Ve0-o
RDtbai7jDyo,1893 McCray Icebox | Pawn Stars,https://www.youtube.com/watch?v=RDtbai7jDyo
BD-QyzPshg4,COUNTING CARS MEETS THE PAWN STARS (6 High Price Rare Car Appraisals) | Pawn Stars,https://www.youtube.com/watch?v=BD-QyzPshg4
9J22J5eeASo,Chum FAILS to Make Deal for RARE Photo (Season 21) | Pawn Stars,https://www.youtube.com/watch?v=9J22J5eeASo
qprodtJaLMY,I'm Not Ridin' The Pig,https://www.youtube.com/watch?v=qprodtJaLMY
0kytG1GVVAk,"Massive Shipwreck Silver Chunk, Vintage Watch and more from Pawn Stars Do America Day 3 at Florida",https://www.youtube.com/watch?v=0kytG1GVVAk
qOt-wz27Q-g,Pawn Stars made it to their 500th Episode,https://www.youtube.com/watch?v=qOt-wz27Q-g
ir_OzWzbnC0,What Catcalling Was Like in the Olden Days - Key & Peele,https://www.youtube.com/watch?v=ir_OzWzbnC0
oTsa00EeTmw,Preview - Million Dollar Resolve,https://www.youtube.com/watch?v=oTsa00EeTmw
7qlepTM-0m8,Pawn Stars - Gotta Light?,https://www.youtube.com/watch?v=7qlepTM-0m8
s2IBr_NsvtA,Chumlee Knows His Kicks | Pawn Stars,https://www.youtube.com/watch?v=s2IBr_NsvtA
PxOhivSie1A,Hardcore Pawn Vito Corleone Causes Trouble at the Pawn Shop,https://www.youtube.com/watch?v=PxOhivSie1A
3Q5Ub5auX1A,"$100,000 for Gangster Lucky Luciano’s Ring (Season 5) | Pawn Stars",https://www.youtube.com/watch?v=3Q5Ub5auX1A
FKSHHL47ggc,Game Of Pawns Episode 4 (Full) Discovery Channel,https://www.youtube.com/watch?v=FKSHHL47ggc
m8jv0z4LQcE,Cajun wars episode 2,https://www.youtube.com/watch?v=m8jv0z4LQcE
u4u7ECx6duQ,7 Reasons Why The Pawn Stars are Going Out of Business… [EMOTIONAL],https://www.youtube.com/watch?v=u4u7ECx6duQ
7jMmw7GKuk0,Fire-Armed & Dangerous | Pawn Stars,https://www.youtube.com/watch?v=7jMmw7GKuk0
_GEc8GLxREM,Pawn Stars Season 2 - Trailer,https://www.youtube.com/watch?v=_GEc8GLxREM
jjC0q-PoQRI,Pawn Stars,https://www.youtube.com/watch?v=jjC0q-PoQRI
cYY1w1AEnVw,"""COMBAT PAWN"" TRU TV EPISODE 5 W/ DJ REWIND*",https://www.youtube.com/watch?v=cYY1w1AEnVw
byEE0wxSczM,Pawn Stars: Rocky IV Boxing Gloves - Part 1 of 2 (parody episode),https://www.youtube.com/watch?v=byEE0wxSczM
-Gm5GGA0LaE,1980 USA Olympic Hockey SIGNED Stick (Season 3) | Pawn Stars,https://www.youtube.com/watch?v=-Gm5GGA0LaE
adJr5fX07xE,10 Times When Pawn Stars Got Scammed,https://www.youtube.com/watch?v=adJr5fX07xE
pO1sZLzv8UE,Ansel Adams Monolith Photograph | Pawn Stars,https://www.youtube.com/watch?v=pO1sZLzv8UE
wo6TDfhwyBA,posh pawn s03e04 featuring Ann Cumberland Quinn,https://www.youtube.com/watch?v=wo6TDfhwyBA
aFonH7NY3Ls,Swamp Pawn : Season 2 : Ep 211 : Preview,https://www.youtube.com/watch?v=aFonH7NY3Ls
zbPvyWI8eXA,Exposing Pawn Stars as Fake,https://www.youtube.com/watch?v=zbPvyWI8eXA
Fw4wbPStKbc,All New Uploads Coming Soon | Pawn Stars,https://www.youtube.com/watch?v=Fw4wbPStKbc
IWoP81YO3V4,Eric Cartman - Slave Owner,https://www.youtube.com/watch?v=IWoP81YO3V4
sx7qbc2HQdc,Pawn Stars - Stuff Chumlee Says,https://www.youtube.com/watch?v=sx7qbc2HQdc
IE3frQ7yGVQ,Swamp Pawn : Season 2 : Episode 208 : Preview,https://www.youtube.com/watch?v=IE3frQ7yGVQ
bL4uVW6tQUY,Southern Pawn Stars Episode 1 : Madonnas Puke,https://www.youtube.com/watch?v=bL4uVW6tQUY
3IMrv2zBaF8,The Book of Mormon | Pawn Stars,https://www.youtube.com/watch?v=3IMrv2zBaF8
WzY2B2x-h4w,Money Dreams | Pawn Stars,https://www.youtube.com/watch?v=WzY2B2x-h4w
feus6iLX2CA,Youtube Poop: Pawn Stars Continues,https://www.youtube.com/watch?v=feus6iLX2CA
X4tanrdEk4w,REAL LIVE CELEBRITIES Revealed and their UNTOLD STORIES on Hardcore Pawn Stars,https://www.youtube.com/watch?v=X4tanrdEk4w
uEOtjnP2hlQ,Caligula Coin Comes out of Storage | Pawn Stars,https://www.youtube.com/watch?v=uEOtjnP2hlQ
l-w_bvs8_Js,Nieuw seizoen - Pawn Stars - Episode: Fired Up,https://www.youtube.com/watch?v=l-w_bvs8_Js
krDNNNN7W30,Pawn Stars:  Two handed German sword,https://www.youtube.com/watch?v=krDNNNN7W30
Hqv0Rll_4nA,PACIFIC PAWN TV EPISODE 9 REAL PAWN SHOP,https://www.youtube.com/watch?v=Hqv0Rll_4nA
5f_letDBHjI,Pawn Stars: World War Two Japanese knee Mortar,https://www.youtube.com/watch?v=5f_letDBHjI
mqmTHI7jHFk,"Peaches ""Rules"" on Pawn Stars",https://www.youtube.com/watch?v=mqmTHI7jHFk
_YyB4RYWQTc,Southern Justice S03E06 - Bad Blood,https://www.youtube.com/watch?v=_YyB4RYWQTc
1tr7tODAmXw,Before they were Pawn Stars (2008 TV news story),https://www.youtube.com/watch?v=1tr7tODAmXw
6TiTUqyUmn4,Pawn Stars Season 15 -- Scottish Coin - Operated Weight Scale - HD,https://www.youtube.com/watch?v=6TiTUqyUmn4
rMETR39WtGs,Famous Pawners | Pawn Stars,https://www.youtube.com/watch?v=rMETR39WtGs
6XhpL9_Lqfc,History of Pawning | Pawn Stars,https://www.youtube.com/watch?v=6XhpL9_Lqfc
xZWppzVGaG4,Pawn Stars: Why has Rick Harrison’s mother sued him?,https://www.youtube.com/watch?v=xZWppzVGaG4
5gkrBGPf9LI,"""The SUPERPAWN Show"" EP23",https://www.youtube.com/watch?v=5gkrBGPf9LI
zXxvi_2RS1U,MY Pawn Stars Episode - Clip,https://www.youtube.com/watch?v=zXxvi_2RS1U
MNLXofynJa4,Pawn Stars Flight Of The Chum Season 2 Episode 23 Lou Gehrig History,https://www.youtube.com/watch?v=MNLXofynJa4
4blInf-er_g,Revelation Records on Pawn Stars,https://www.youtube.com/watch?v=4blInf-er_g
udKQiPl2Ne0,Swamp Pawn : Season 3 : Outtakes,https://www.youtube.com/watch?v=udKQiPl2Ne0
JOn_7Ug5n94,1861 Half Eagle Coin | Pawn Stars,https://www.youtube.com/watch?v=JOn_7Ug5n94
3zDHSLDY0Q8,Key & Peele - Soul Food,https://www.youtube.com/watch?v=3zDHSLDY0Q8
AFiqpcqIch0,West Ridge Pawn Episode 1 avi,https://www.youtube.com/watch?v=AFiqpcqIch0
wxM6DWqEHvQ,Joel Magee Appeared on Pawn Stars 500th Episode 1/22/2018,https://www.youtube.com/watch?v=wxM6DWqEHvQ
LSDoi2qNw8c,Fey Pistol Range Game | Pawn Stars,https://www.youtube.com/watch?v=LSDoi2qNw8c
xf3HIj0bGIY,"Mega Pawn Episode #1 ""The Bullet Hole""",https://www.youtube.com/watch?v=xf3HIj0bGIY
TLnUJzueBOQ,Is This Country Song Racist? - Key & Peele,https://www.youtube.com/watch?v=TLnUJzueBOQ
dU-bwc1ktUg,Golden Knights Jersey Signed by Marc-André Fleury (Season 15) | Pawn Stars,https://www.youtube.com/watch?v=dU-bwc1ktUg
dkBMnlnatCM,TOP DOLLAR DEAL on Billionaire Bills (S19) | Pawn Stars,https://www.youtube.com/watch?v=dkBMnlnatCM
otd5CV2Q7Us,Harry Wright 1878 Baseball Scorecard (Season 8) | Pawn Stars,https://www.youtube.com/watch?v=otd5CV2Q7Us
e4OxuUzmNH8,Cajun Star Trek! Couillon Quest Continues. Episode 1: HogWild,https://www.youtube.com/watch?v=e4OxuUzmNH8
N2__0wS5zr0,Prank My Mom: Pawn Shop | Lifetime,https://www.youtube.com/watch?v=N2__0wS5zr0
YIp4vDpuY0U,The Wolf Among Us: In Sheep's Clothing - Episode 2 - Pawn Stars,https://www.youtube.com/watch?v=YIp4vDpuY0U
vCKRra2VYGs,Cane Gun,https://www.youtube.com/watch?v=vCKRra2VYGs
Dv8HFwdJHSU,Pawn Stars - The Best Moment From the Old Man,https://www.youtube.com/watch?v=Dv8HFwdJHSU
KWVlriVKids,PAWN STARS AUSTRALIA SIZZLE,https://www.youtube.com/watch?v=KWVlriVKids
JXtM7W8tWsc,1974 Misprinted $30 Bill (Season 14) | Pawn Stars,https://www.youtube.com/watch?v=JXtM7W8tWsc
qkdOsbHawTA,Pawn stars is fake! flax bow season 3 episode 5,https://www.youtube.com/watch?v=qkdOsbHawTA
fPXxzmPOnNA,PACIFIC PAWN TV EPISODE 8 REAL PAWN SHOP,https://www.youtube.com/watch?v=fPXxzmPOnNA
cCUB_1hZWMw,Pawn Stars:  Super rare 'liquid' pistol,https://www.youtube.com/watch?v=cCUB_1hZWMw
FSvNhxKJJyU,Dunkin Donuts - SNL,https://www.youtube.com/watch?v=FSvNhxKJJyU
z_JY_SjFQ5o,Swamp Pawn : Season 2 : Ep 207 Preview,https://www.youtube.com/watch?v=z_JY_SjFQ5o
gZCz-FNzJRA,Pawn Stars: TREASURE UNCOVERED!😳 1715 Spanish Gold Worth a Fortune [Season 2],https://www.youtube.com/watch?v=gZCz-FNzJRA
Q4yrEUt6SVU,Swamp People: Troy Calls The Cajun Cartel For Help | 'Texas 911' Premieres Mar. 1 | History,https://www.youtube.com/watch?v=Q4yrEUt6SVU
UrhJ3QxsQL0,"Fresno Stars of Pawn ~ Episode 2 ""The Pencil Pusher""",https://www.youtube.com/watch?v=UrhJ3QxsQL0
oEMAhNWSx0s,Pawn Stars Season 14 -- Charlie Daniels Signed Fiddle - HD,https://www.youtube.com/watch?v=oEMAhNWSx0s
RLKlhfnutCE,10th Indiana Desk Officer's Desk - Pawn Stars - Pt 1/2,https://www.youtube.com/watch?v=RLKlhfnutCE
L4OKCK4-nQc,"Swamp People: Creole Cooking with the Edgars (S7, E4) | History",https://www.youtube.com/watch?v=L4OKCK4-nQc
dcQcZEVdMoE,"Fresno Stars of Pawn ~ Episode 4 ""The Jersey Kid""",https://www.youtube.com/watch?v=dcQcZEVdMoE
GKKOXdTSm5c,West Ridge Pawn Episode 55,https://www.youtube.com/watch?v=GKKOXdTSm5c
Ttk2Q108Cis,Pawn Stars - Movie Cars,https://www.youtube.com/watch?v=Ttk2Q108Cis
IKHQ8BgE28Q,"Vann - Episode 5: ""Pawn Shop Superstars""",https://www.youtube.com/watch?v=IKHQ8BgE28Q
OwMOi1wIbOw,Extremely Rare 1895 Morgan Dollar | Pawn Stars,https://www.youtube.com/watch?v=OwMOi1wIbOw
9OckyNvscdE,Walden Pawn Pilot preview Season 1 Episode 1,https://www.youtube.com/watch?v=9OckyNvscdE
xaBYvGRFnFo,"Episode #18 - ""The SUPERPAWN Show""",https://www.youtube.com/watch?v=xaBYvGRFnFo
nWyY4TpB9h8,Super Mario Statue | Pawn Stars,https://www.youtube.com/watch?v=nWyY4TpB9h8
tQnGmk4XQSE,Is Seth planning to buy a coffin? | Hardcore Pawn | Season 1,https://www.youtube.com/watch?v=tQnGmk4XQSE
7tMK52UrMqg,West Ridge Pawn Episode 26,https://www.youtube.com/watch?v=7tMK52UrMqg
ujsTjoUUaao,Best Pawn Stars Moment,https://www.youtube.com/watch?v=ujsTjoUUaao
6dilbFZcaE8,Preview - Pawned Off,https://www.youtube.com/watch?v=6dilbFZcaE8
zN9Dnz9OKZk,PAWN MAN Ep. 2,https://www.youtube.com/watch?v=zN9Dnz9OKZk
FhMpkxSZys4,"Fresno Stars of Pawn ~ Episode 3 ""A Rare Painting""",https://www.youtube.com/watch?v=FhMpkxSZys4
qAtvxFFsoeg,R. Kelly Interview Cold Open - SNL,https://www.youtube.com/watch?v=qAtvxFFsoeg
pL0pq5QfYrw,4 Fast Cars That Burn Rubber | Pawn Stars,https://www.youtube.com/watch?v=pL0pq5QfYrw
PXM2C4-Ojxs,West Ridge Pawn Episode 23,https://www.youtube.com/watch?v=PXM2C4-Ojxs
ZXG2qqO4z7k,"Joey ""THAT GUY"" on Hardcore Pawn Chicago",https://www.youtube.com/watch?v=ZXG2qqO4z7k
IMJ20q8MZZs,Pawn Stars UK - All New Tuesday 10e/p,https://www.youtube.com/watch?v=IMJ20q8MZZs
FiwHcjYc8Xo,Pawn'd Stars - the Monetary Note - Ep 1,https://www.youtube.com/watch?v=FiwHcjYc8Xo
5SfHDpab3xg,The Fake Indian Vest on Pawn Stars,https://www.youtube.com/watch?v=5SfHDpab3xg
3dPAty64bPI,Pawn Stars SA: Preview,https://www.youtube.com/watch?v=3dPAty64bPI
